NAIENC_ID,CAL_DT,AMT
1N996970VE5282724,4/21/2013,20.00
8HT34300UW592692E,4/21/2013,0.00
8HT34300UW592692E,4/21/2013,0.00
4T79804625927760L,4/21/2013,28.00
2VC6860469546314F,4/21/2013,1.00
6BR82457HY089321C,4/21/2013,36.97
4JF62048AM153094G,4/21/2013,15.00
14606716CP323321U,4/22/2013,1.86
14606716CP323321U,4/22/2013,2.04
14606716CP323321U,4/22/2013,1.69
0NF519584H895074V,4/22/2013,12.83
9C735227U6268171E,4/22/2013,13.78
6U82050517400890A,4/22/2013,86.00
97X831541C1500743,4/22/2013,14.89
3VS26113SP979690S,4/22/2013,29.99
15D93551L8088980U,4/22/2013,109.50
81H25264Y19449622,4/22/2013,82.92
3VS26113SP979690S,4/22/2013,5.25
55T07768V9026221E,4/22/2013,116.00
4CN12501490471039,4/22/2013,26.14
14606716CP323321U,4/22/2013,1.86
5WD62471XE1788135,4/22/2013,6.02
14606716CP323321U,4/22/2013,2.04
14606716CP323321U,4/22/2013,2.21
7K136005HR038203H,4/22/2013,129.23
14606716CP323321U,4/22/2013,2.39
15S02108US0796218,4/22/2013,687.06
5JU07829371953306,4/22/2013,-29.99
19T267528B109794C,4/22/2013,8.77
14606716CP323321U,4/22/2013,1.86
14606716CP323321U,4/22/2013,2.04
85D78723PB7046738,4/22/2013,35.96
14606716CP323321U,4/22/2013,1.69
49D867912A2896315,4/22/2013,38.98
14606716CP323321U,4/22/2013,1.69
9VB74184XD206253S,4/22/2013,18.98
28T98334XC4843642,4/22/2013,9.99
0BR91447XS556124A,4/22/2013,34.99
4T79804625927760L,4/22/2013,37.95
9VB74184XD206253S,4/22/2013,0.00
0NF519584H895074V,4/22/2013,15.15
14606716CP323321U,4/22/2013,1.86
14606716CP323321U,4/22/2013,2.73
3VS26113SP979690S,4/22/2013,40.94
7K136005HR038203H,4/22/2013,178.50
0NF519584H895074V,4/22/2013,7.96
97X831541C1500743,4/22/2013,14.99
8AS30909HU955115N,4/23/2013,10.54
14606716CP323321U,4/23/2013,2.21
14606716CP323321U,4/23/2013,1.69
69Y05771M8950401S,4/23/2013,17.99
7K136005HR038203H,4/23/2013,242.00
6HF76205H0412745V,4/23/2013,290.75
79A66137M78791358,4/23/2013,33.00
7LJ94813JF085971S,4/23/2013,7.99
97X831541C1500743,4/23/2013,6.92
7H3100218K106592W,4/23/2013,29.58
7LJ94813JF085971S,4/23/2013,12.99
14606716CP323321U,4/23/2013,1.69
5LL06011EP2680458,4/23/2013,71.48
86E39791WL8048155,4/23/2013,25.75
18H14808578052110,4/23/2013,9.99
0GG838582X987490E,4/23/2013,15.30
1DL41664EP779413P,4/23/2013,50.00
4V026950F4618561P,4/23/2013,-16.04
86E39791WL8048155,4/23/2013,12.94
14606716CP323321U,4/23/2013,2.04
5WD62471XE1788135,4/23/2013,9.88
2NT06249TL802190A,4/23/2013,15.20
44E00927NX7357830,4/23/2013,23.59
378826278W399340P,4/23/2013,26.50
7LJ94813JF085971S,4/23/2013,7.95
14606716CP323321U,4/23/2013,7.66
5WD62471XE1788135,4/23/2013,26.40
7LJ94813JF085971S,4/23/2013,64.08
1X975743JG423524X,4/23/2013,32.00
85X77378VT706022E,4/24/2013,15.44
14606716CP323321U,4/24/2013,2.39
5WD62471XE1788135,4/24/2013,1.69
4CN12501490471039,4/24/2013,80.85
14606716CP323321U,4/24/2013,1.69
14606716CP323321U,4/24/2013,96.82
9BY89904SJ235804U,4/24/2013,10.00
14606716CP323321U,4/24/2013,1.69
0GG838582X987490E,4/24/2013,70.00
14606716CP323321U,4/24/2013,2.90
14606716CP323321U,4/24/2013,2.73
4RW94591PW4439455,4/24/2013,3000.00
2A5846723L868464J,4/24/2013,9.99
2A5846723L868464J,4/24/2013,12.95
1WB61306Y9243672B,4/24/2013,2.58
3PK6491394605093N,4/24/2013,25.48
3UT3821401538583K,4/24/2013,23.50
8Y932638516390800,4/24/2013,74.00
2A5846723L868464J,4/24/2013,3.99
14606716CP323321U,4/24/2013,1.69
20K298450S338884C,4/24/2013,19.08
6HF76205H0412745V,4/24/2013,12.91
14606716CP323321U,4/25/2013,4.95
55U67183SF696015S,4/25/2013,19.95
86E39791WL8048155,4/25/2013,13.99
2VS0640586824494A,4/25/2013,-35.78
1S208701XP714730R,4/25/2013,1.00
86E39791WL8048155,4/25/2013,5.24
14606716CP323321U,4/25/2013,6.98
8GB70903DB464751H,4/25/2013,102.94
4W225353HY3352109,4/25/2013,23.37
2VS0640586824494A,4/25/2013,83.73
2VC6860469546314F,4/25/2013,1.00
8Y932638516390800,4/25/2013,259.99
9C735227U6268171E,4/25/2013,26.56
2VC6860469546314F,4/25/2013,1.00
4DL99619KR568120K,4/25/2013,60.48
14606716CP323321U,4/25/2013,1.69
86E39791WL8048155,4/25/2013,9.50
4T79804625927760L,4/25/2013,39.99
0NF519584H895074V,4/25/2013,15.90
6SR414945J943352U,4/25/2013,150.00
29U12212F8860391M,4/25/2013,70.00
67B58840XS2866514,4/25/2013,52.00
5EH698111B971833W,4/26/2013,5.00
1BL51002XB9395155,4/26/2013,75.00
5EH698111B971833W,4/26/2013,5.00
4DX85246PL505170N,4/26/2013,3.03
5EH698111B971833W,4/26/2013,5.00
79A66137M78791358,4/26/2013,-18.98
5EH698111B971833W,4/26/2013,5.00
3CS840337Y693531S,4/26/2013,24.54
88N377461Y209211H,4/26/2013,3405.32
5EH698111B971833W,4/26/2013,5.00
3A262927JS9946533,4/26/2013,5.44
2VC6860469546314F,4/26/2013,1.90
2VC6860469546314F,4/26/2013,1.00
85D78723PB7046738,4/26/2013,15.88
5EH698111B971833W,4/26/2013,5.00
3F1740710H221462B,4/26/2013,130.47
2VC6860469546314F,4/26/2013,1.70
4T79804625927760L,4/26/2013,15.59
2VC6860469546314F,4/26/2013,1.00
5EH698111B971833W,4/26/2013,5.00
4RW94591PW4439455,4/26/2013,30.00
6HF76205H0412745V,4/26/2013,22.47
2VC6860469546314F,4/26/2013,1.00
85X77378VT706022E,4/26/2013,39.61
2VC6860469546314F,4/26/2013,1.20
308398069F795594X,4/26/2013,126.65
14606716CP323321U,4/26/2013,2.21
9BY89904SJ235804U,4/26/2013,24.00
2VC6860469546314F,4/26/2013,1.00
69Y05771M8950401S,4/26/2013,9.85
47K42795AR361754X,4/26/2013,299.12
14606716CP323321U,4/26/2013,1.69
6JX48418PE437250T,4/26/2013,10.00
5EH698111B971833W,4/26/2013,5.00
5EH698111B971833W,4/26/2013,5.00
2VC6860469546314F,4/26/2013,1.00
5EH698111B971833W,4/26/2013,5.00
5EH698111B971833W,4/26/2013,5.00
4RW94591PW4439455,4/26/2013,203.22
5EH698111B971833W,4/26/2013,5.00
3A262927JS9946533,4/26/2013,25.50
3F1740710H221462B,4/27/2013,94.94
2VC6860469546314F,4/27/2013,1.00
1N996970VE5282724,4/27/2013,7.95
2VC6860469546314F,4/27/2013,1.20
85D78723PB7046738,4/27/2013,44.64
5LL06011EP2680458,4/27/2013,7.88
2VC6860469546314F,4/27/2013,1.00
3F1740710H221462B,4/27/2013,4.60
2VC6860469546314F,4/27/2013,0.80
2VC6860469546314F,4/27/2013,1.00
8AD16387UU751133E,4/27/2013,108.26
2VS0640586824494A,4/27/2013,56.20
10B337262A3340244,4/27/2013,10.00
2VC6860469546314F,4/27/2013,1.90
2VC6860469546314F,4/27/2013,1.00
2VC6860469546314F,4/27/2013,1.00
56M0802124289451D,4/27/2013,28.92
2VC6860469546314F,4/27/2013,2.40
2VC6860469546314F,4/27/2013,1.90
87F571221J7537523,4/27/2013,25.00
26G03371TX259283X,4/27/2013,4.00
2VC6860469546314F,4/27/2013,1.00
2VC6860469546314F,4/27/2013,1.10
9C735227U6268171E,4/28/2013,10.61
3A262927JS9946533,4/28/2013,5.34
78Y74553VE5506437,4/28/2013,22.24
7MD6245629157262L,4/28/2013,10.49
3VS26113SP979690S,4/28/2013,8.55
6HF76205H0412745V,4/28/2013,23.71
6HF76205H0412745V,4/28/2013,23.71
4MR07155NC3713640,4/28/2013,12.98
5JM40845NU508924M,4/28/2013,8.99
2U72323570376591S,4/28/2013,69.90
6BR82457HY089321C,4/28/2013,14.45
2U72323570376591S,4/28/2013,30.98
2VC6860469546314F,4/28/2013,1.00
3VS26113SP979690S,4/28/2013,7.49
1S208701XP714730R,4/28/2013,1.00
14606716CP323321U,4/29/2013,10.15
14606716CP323321U,4/29/2013,1.69
14606716CP323321U,4/29/2013,1.69
8AD16387UU751133E,4/29/2013,142.54
14606716CP323321U,4/29/2013,1.69
5WD62471XE1788135,4/29/2013,6.91
14606716CP323321U,4/29/2013,2.04
3YT093660G961113H,4/29/2013,15.50
14606716CP323321U,4/29/2013,1.69
14606716CP323321U,4/29/2013,1.86
5WD62471XE1788135,4/29/2013,3.08
2VS0640586824494A,4/29/2013,9.99
86E39791WL8048155,4/29/2013,7.26
86E39791WL8048155,4/29/2013,15.00
85D78723PB7046738,4/29/2013,0.00
0C925098J58823704,4/29/2013,52.59
2VS0640586824494A,4/29/2013,215.11
5UG32414H72045607,4/29/2013,246.52
86E39791WL8048155,4/29/2013,7.98
5WD62471XE1788135,4/29/2013,1.86
14606716CP323321U,4/29/2013,1.69
86E39791WL8048155,4/29/2013,9.83
7K136005HR038203H,4/29/2013,475.69
14606716CP323321U,4/29/2013,2.39
14606716CP323321U,4/29/2013,1.86
5WD62471XE1788135,4/29/2013,14.97
1S208701XP714730R,4/29/2013,1.00
8DU00453HH792322N,4/29/2013,26.98
2VC6860469546314F,4/29/2013,1.00
86E39791WL8048155,4/29/2013,35.15
14606716CP323321U,4/29/2013,5.74
78009295V1797354E,4/29/2013,7.05
378826278W399340P,4/29/2013,28.07
14606716CP323321U,4/29/2013,2.04
14606716CP323321U,4/29/2013,5.66
1S208701XP714730R,4/29/2013,1.00
14606716CP323321U,4/29/2013,6.25
14606716CP323321U,4/29/2013,2.04
378826278W399340P,4/29/2013,28.26
14606716CP323321U,4/29/2013,8.58
44E00927NX7357830,4/29/2013,56.85
56N67026RT2097825,4/29/2013,45.99
14606716CP323321U,4/29/2013,1.69
8PE03689VN1623229,4/29/2013,21.95
8D390692AY5227037,4/29/2013,3.03
1PE119309H317734F,4/29/2013,10.00
8H935293P5609702G,4/29/2013,11.50
14606716CP323321U,4/29/2013,1.69
14606716CP323321U,4/29/2013,1.69
85D78723PB7046738,4/29/2013,0.00
55U67183SF696015S,4/30/2013,45.99
8D390692AY5227037,4/30/2013,3.79
8BJ839467U958024E,4/30/2013,245.00
56N67026RT2097825,4/30/2013,11.99
82J10928HM486701F,4/30/2013,17.15
2VS0640586824494A,4/30/2013,-23.95
3VS26113SP979690S,4/30/2013,22.76
69N84204CS014890M,4/30/2013,9.50
1S208701XP714730R,4/30/2013,1.80
97X831541C1500743,4/30/2013,6.05
97X831541C1500743,4/30/2013,30.97
14606716CP323321U,4/30/2013,1.69
2YH20771AV3107516,4/30/2013,9.90
85X77378VT706022E,4/30/2013,11.98
7B1125648G772091L,4/30/2013,6.99
9C735227U6268171E,4/30/2013,7.06
9C735227U6268171E,4/30/2013,8.94
7B1125648G772091L,4/30/2013,6.95
14606716CP323321U,4/30/2013,2.73
14606716CP323321U,4/30/2013,2.04
14606716CP323321U,4/30/2013,1.69
5HA03182E0092934Y,4/30/2013,23.00
81R981995P4493051,4/30/2013,800.00
3F1740710H221462B,4/30/2013,1.86
6W892101M28845746,4/30/2013,8.98
1S208701XP714730R,4/30/2013,1.00
37366238FT000635S,4/30/2013,35.00
1S208701XP714730R,4/30/2013,1.00
14606716CP323321U,4/30/2013,3.08
7B1125648G772091L,4/30/2013,3.99
2YH20771AV3107516,4/30/2013,3.15
1N996970VE5282724,4/30/2013,20.00
2YH20771AV3107516,4/30/2013,3.34
14606716CP323321U,4/30/2013,1.69
5WD62471XE1788135,4/30/2013,1.69
14606716CP323321U,4/30/2013,1.69
2VS0640586824494A,4/30/2013,52.02
5HA03182E0092934Y,4/30/2013,5.74
5FH125676B065620V,4/30/2013,10.00
6Y345628RK8061231,4/30/2013,49.60
1N996970VE5282724,4/30/2013,10.00
2YH20771AV3107516,4/30/2013,7.69
14606716CP323321U,4/30/2013,1.69
6Y345628RK8061231,4/30/2013,13.10
82J10928HM486701F,4/30/2013,17.15
28T98334XC4843642,4/30/2013,79.04
6W892101M28845746,4/30/2013,29.99
15D93551L8088980U,4/30/2013,6.79
1N996970VE5282724,4/30/2013,26.00
85F93815PY457421P,4/30/2013,31.01
7EV78719AV236454V,5/1/2013,85.99
6W892101M28845746,5/1/2013,26.31
14606716CP323321U,5/1/2013,1.69
14606716CP323321U,5/1/2013,379.95
5FH125676B065620V,5/1/2013,10.00
85D78723PB7046738,5/1/2013,16.00
3F1740710H221462B,5/1/2013,20.50
14606716CP323321U,5/1/2013,124.50
14606716CP323321U,5/1/2013,1.69
14606716CP323321U,5/1/2013,1.69
5PH06036LU182760T,5/1/2013,45.94
5FH125676B065620V,5/1/2013,19.96
46Y3035922717211X,5/1/2013,30.00
14606716CP323321U,5/1/2013,40.17
46Y3035922717211X,5/1/2013,30.00
97X831541C1500743,5/1/2013,6.92
90581520HV992312U,5/1/2013,6.99
97X831541C1500743,5/1/2013,6.99
7FY39685K7823911H,5/1/2013,94.82
14606716CP323321U,5/1/2013,8.63
14606716CP323321U,5/1/2013,2.21
9P7224317G0591934,5/1/2013,30.43
46Y3035922717211X,5/1/2013,30.00
8S162263HC595393U,5/1/2013,1250.00
46Y3035922717211X,5/1/2013,30.00
0NF519584H895074V,5/1/2013,11.29
46Y3035922717211X,5/1/2013,30.00
14606716CP323321U,5/1/2013,3.08
14606716CP323321U,5/1/2013,1.69
14606716CP323321U,5/1/2013,1.69
6V636288X0191521L,5/1/2013,40.83
5HA03182E0092934Y,5/1/2013,-14.45
14606716CP323321U,5/2/2013,1.69
14606716CP323321U,5/2/2013,14.80
83J40153US059641B,5/2/2013,38.55
1S208701XP714730R,5/2/2013,1.20
1S208701XP714730R,5/2/2013,1.90
14606716CP323321U,5/2/2013,1.69
44E00927NX7357830,5/2/2013,2.67
1S208701XP714730R,5/2/2013,1.00
3PH2712976340601P,5/2/2013,132.30
14606716CP323321U,5/2/2013,2.04
7NS63633CC1031913,5/2/2013,85.00
1S208701XP714730R,5/2/2013,1.00
14606716CP323321U,5/2/2013,2.55
85943090AT670830G,5/2/2013,4.59
2VC6860469546314F,5/2/2013,1.00
9PT89942GE959823A,5/2/2013,87.63
8EJ172628N457162A,5/2/2013,19.77
85943090AT670830G,5/2/2013,6.49
1BL51002XB9395155,5/2/2013,1760.00
14606716CP323321U,5/2/2013,3.38
14606716CP323321U,5/2/2013,1.69
6U82050517400890A,5/2/2013,15.00
6ES39096N25916238,5/2/2013,602.20
14606716CP323321U,5/2/2013,2.21
1S208701XP714730R,5/2/2013,1.00
1S208701XP714730R,5/2/2013,1.00
15S02108US0796218,5/2/2013,1447.16
1S208701XP714730R,5/2/2013,1.80
2VS0640586824494A,5/2/2013,16.98
14606716CP323321U,5/2/2013,3.23
30C35958EN6792703,5/2/2013,49.90
85943090AT670830G,5/2/2013,86.89
6HF76205H0412745V,5/2/2013,49.95
5X437167V08952931,5/3/2013,2.99
1S208701XP714730R,5/3/2013,1.20
5WD62471XE1788135,5/3/2013,1.69
2YH20771AV3107516,5/3/2013,36.00
1S208701XP714730R,5/3/2013,1.10
1S208701XP714730R,5/3/2013,1.00
1S208701XP714730R,5/3/2013,1.20
3X879345MS900401K,5/3/2013,40.35
1S208701XP714730R,5/3/2013,1.00
7LT43668TW253911A,5/3/2013,-61.50
8AD16387UU751133E,5/3/2013,91.58
4RW94591PW4439455,5/3/2013,126.15
0JC724646A208651C,5/3/2013,0.00
14606716CP323321U,5/3/2013,1.69
9C735227U6268171E,5/3/2013,39.92
15S02108US0796218,5/3/2013,5174.40
6ES39096N25916238,5/3/2013,23.48
14606716CP323321U,5/3/2013,1.69
6ES39096N25916238,5/3/2013,10.99
1A275909621506243,5/3/2013,9.65
4MR07155NC3713640,5/3/2013,2.25
8PE03689VN1623229,5/3/2013,3.61
15S02108US0796218,5/3/2013,922.77
15S02108US0796218,5/3/2013,71.50
1N996970VE5282724,5/3/2013,11.10
15S02108US0796218,5/3/2013,1274.60
14606716CP323321U,5/3/2013,1.69
7EV78719AV236454V,5/3/2013,36.58
2VC6860469546314F,5/3/2013,55.19
3X879345MS900401K,5/3/2013,18.98
1S208701XP714730R,5/3/2013,1.10
2VS0640586824494A,5/3/2013,140.00
4RW94591PW4439455,5/3/2013,245.05
14606716CP323321U,5/3/2013,2.04
5FH125676B065620V,5/3/2013,10.00
83J40153US059641B,5/4/2013,29.99
86X793840B304944A,5/4/2013,1.50
4TM980009H7488303,5/4/2013,9.95
4MR07155NC3713640,5/4/2013,13.75
1N996970VE5282724,5/4/2013,4.99
4TM980009H7488303,5/4/2013,9.95
3F1740710H221462B,5/4/2013,10.74
1S208701XP714730R,5/4/2013,1.20
9T541723P7104484M,5/4/2013,3.89
2VC6860469546314F,5/4/2013,1.80
5HA03182E0092934Y,5/4/2013,1.84
83K56139EX827400S,5/4/2013,24.95
3F1740710H221462B,5/4/2013,8.00
4MR07155NC3713640,5/4/2013,20.00
86X793840B304944A,5/4/2013,750.00
9VB74184XD206253S,5/4/2013,0.00
2VS0640586824494A,5/4/2013,29.98
5LL06011EP2680458,5/4/2013,3.39
2D3383717Y3335441,5/4/2013,18.98
3F1740710H221462B,5/4/2013,12.75
85F93815PY457421P,5/4/2013,28.79
2VC6860469546314F,5/4/2013,1.00
4TM980009H7488303,5/4/2013,9.95
4MR07155NC3713640,5/5/2013,22.00
6ES39096N25916238,5/5/2013,44.28
2U72323570376591S,5/5/2013,55.00
5WD62471XE1788135,5/5/2013,9.88
5WD62471XE1788135,5/5/2013,4.49
5DE397841V1113818,5/5/2013,6.94
83K56139EX827400S,5/5/2013,129.95
3X879345MS900401K,5/5/2013,11.57
3X879345MS900401K,5/5/2013,6.99
8D390692AY5227037,5/5/2013,3.75
2DT15134YW1086420,5/5/2013,39.00
82J10928HM486701F,5/5/2013,17.15
8EJ172628N457162A,5/5/2013,57.19
5WD62471XE1788135,5/5/2013,-17.27
6W892101M28845746,5/5/2013,7.99
8PM53816FU694714M,5/5/2013,0.00
6FH32357FH1548915,5/5/2013,115.00
6FL89598J9659650K,5/5/2013,337.90
2VS0640586824494A,5/5/2013,110.00
3X879345MS900401K,5/5/2013,19.99
5W3612688P023093J,5/5/2013,7.95
4RW94591PW4439455,5/5/2013,84.05
8EJ172628N457162A,5/5/2013,34.99
6W892101M28845746,5/5/2013,7.00
0T070885AK325745E,5/5/2013,25.16
8EJ172628N457162A,5/5/2013,84.98
0KT58211YN698840L,5/5/2013,7.88
0J71405028353224K,5/5/2013,326.25
9T541723P7104484M,5/5/2013,32.99
6W892101M28845746,5/5/2013,7.48
2NT06249TL802190A,5/5/2013,847.00
9C735227U6268171E,5/5/2013,42.96
0UH17221CN377883V,5/5/2013,21.32
5R75502903423134U,5/5/2013,20.95
8D390692AY5227037,5/5/2013,5.90
2KM56053JK148092B,5/6/2013,122.75
0C925098J58823704,5/6/2013,42.89
14606716CP323321U,5/6/2013,2.04
3F1740710H221462B,5/6/2013,0.01
14606716CP323321U,5/6/2013,2.90
61N0395491099002X,5/6/2013,0.00
4T79804625927760L,5/6/2013,27.49
5PH06036LU182760T,5/6/2013,53.47
14606716CP323321U,5/6/2013,1.69
14606716CP323321U,5/6/2013,1.69
14606716CP323321U,5/6/2013,1.69
14606716CP323321U,5/6/2013,3.23
14606716CP323321U,5/6/2013,1.69
14606716CP323321U,5/6/2013,13.05
7K136005HR038203H,5/6/2013,87.18
3F1740710H221462B,5/6/2013,30.93
35K41435KS0770446,5/6/2013,125.00
28T98334XC4843642,5/6/2013,4200.00
14606716CP323321U,5/6/2013,1.69
14606716CP323321U,5/6/2013,2.73
2U72323570376591S,5/6/2013,33.19
14606716CP323321U,5/6/2013,1.86
14606716CP323321U,5/6/2013,2.21
5WD62471XE1788135,5/6/2013,2.21
14606716CP323321U,5/6/2013,3.38
14606716CP323321U,5/6/2013,4.95
14606716CP323321U,5/6/2013,1.69
8D390692AY5227037,5/6/2013,36.99
14606716CP323321U,5/6/2013,3.23
56E84552GE7309046,5/6/2013,31.90
14606716CP323321U,5/6/2013,1.69
14606716CP323321U,5/6/2013,1.69
81H25264Y19449622,5/6/2013,177.53
4T79804625927760L,5/6/2013,25.80
6ES39096N25916238,5/6/2013,170.85
14606716CP323321U,5/6/2013,5.10
14606716CP323321U,5/6/2013,2.04
14606716CP323321U,5/6/2013,1.86
7N161686PW141860U,5/6/2013,125.00
4SP27509FJ446842H,5/6/2013,2.22
4HJ20618FK246810P,5/6/2013,34.45
6U82050517400890A,5/6/2013,57.00
14606716CP323321U,5/6/2013,2.90
14606716CP323321U,5/6/2013,3.08
14606716CP323321U,5/6/2013,2.73
18H14808578052110,5/6/2013,6.95
14606716CP323321U,5/6/2013,1.86
37366238FT000635S,5/6/2013,36.85
5FH125676B065620V,5/6/2013,10.00
14606716CP323321U,5/6/2013,1.69
5PH06036LU182760T,5/6/2013,14.99
3F1740710H221462B,5/6/2013,9.25
14606716CP323321U,5/6/2013,1.69
14606716CP323321U,5/6/2013,1.69
4DX85246PL505170N,5/6/2013,9.49
14606716CP323321U,5/6/2013,2.73
8AS30909HU955115N,5/7/2013,30.27
14606716CP323321U,5/7/2013,3.38
14606716CP323321U,5/7/2013,1.86
3X879345MS900401K,5/7/2013,14.00
14606716CP323321U,5/7/2013,2.90
6HN620196N3906833,5/7/2013,25.38
14606716CP323321U,5/7/2013,3.08
14606716CP323321U,5/7/2013,28.77
28T98334XC4843642,5/7/2013,653.79
7W905071ME164632J,5/7/2013,13.98
14606716CP323321U,5/7/2013,1.69
3X879345MS900401K,5/7/2013,10.00
6W892101M28845746,5/7/2013,5.98
9KB93149AA9620355,5/7/2013,17.97
6HN620196N3906833,5/7/2013,35.90
14606716CP323321U,5/7/2013,1.69
14606716CP323321U,5/7/2013,12.59
14H46403EJ522504W,5/7/2013,37.01
14606716CP323321U,5/7/2013,1.86
6W892101M28845746,5/7/2013,3.99
37366238FT000635S,5/7/2013,10.00
97X831541C1500743,5/7/2013,13.21
4T79804625927760L,5/7/2013,21.00
14606716CP323321U,5/7/2013,3.08
3X879345MS900401K,5/7/2013,5.00
55N34942DF0824745,5/7/2013,65.00
14606716CP323321U,5/7/2013,1.69
6W892101M28845746,5/7/2013,6.98
14606716CP323321U,5/7/2013,1.69
3HC60533DR091163W,5/7/2013,7.99
9PK309489S072800A,5/7/2013,69.59
55N34942DF0824745,5/7/2013,25.00
37366238FT000635S,5/7/2013,8.98
5UG32414H72045607,5/8/2013,43.50
1N996970VE5282724,5/8/2013,20.00
5KR805251N875091F,5/8/2013,9.99
9T541723P7104484M,5/8/2013,7.99
2TC7112709594981C,5/8/2013,224.99
5UG32414H72045607,5/8/2013,130.00
4DU83152CE304025L,5/8/2013,8.98
14606716CP323321U,5/8/2013,2.04
14606716CP323321U,5/8/2013,1.69
5EK42491G77199947,5/8/2013,9.99
4DU83152CE304025L,5/8/2013,7.38
9LP6941415741090N,5/8/2013,14.99
2JG14632FC4212156,5/8/2013,9.90
97X831541C1500743,5/8/2013,7.15
5LL06011EP2680458,5/8/2013,15.99
3A262927JS9946533,5/8/2013,25.50
14606716CP323321U,5/8/2013,2.04
2U72323570376591S,5/8/2013,42.00
5FH125676B065620V,5/8/2013,10.00
4DU83152CE304025L,5/8/2013,25.48
8D390692AY5227037,5/8/2013,1.00
3PU55961CA296833P,5/8/2013,26.51
4DU83152CE304025L,5/8/2013,13.45
8D390692AY5227037,5/8/2013,6.50
9WG420124L811972W,5/8/2013,19.99
5WD62471XE1788135,5/8/2013,1.69
0NF519584H895074V,5/8/2013,2.99
3SA93578JP460500N,5/8/2013,-52.97
0JC724646A208651C,5/8/2013,17.96
6EM71308K6030515R,5/9/2013,52.07
1S208701XP714730R,5/9/2013,1.20
69Y05771M8950401S,5/9/2013,0.00
1N430206R5715021K,5/9/2013,9.99
14606716CP323321U,5/9/2013,1.69
1S208701XP714730R,5/9/2013,1.20
90581520HV992312U,5/9/2013,1.90
1S208701XP714730R,5/9/2013,1.20
4CN12501490471039,5/9/2013,67.45
6V636288X0191521L,5/9/2013,28.27
7K358412UV472320D,5/9/2013,37.99
6U82050517400890A,5/9/2013,25.00
69Y05771M8950401S,5/9/2013,25.86
1S208701XP714730R,5/9/2013,1.00
9BY89904SJ235804U,5/9/2013,170.68
1S208701XP714730R,5/9/2013,1.90
1S208701XP714730R,5/9/2013,1.10
6M354872R9660510R,5/9/2013,160.00
1S208701XP714730R,5/9/2013,1.20
9KB93149AA9620355,5/9/2013,54.99
1N430206R5715021K,5/9/2013,25.26
14606716CP323321U,5/9/2013,1.69
14606716CP323321U,5/9/2013,2.04
1S208701XP714730R,5/9/2013,1.20
9C735227U6268171E,5/9/2013,42.59
4HJ20618FK246810P,5/9/2013,47.56
69Y05771M8950401S,5/9/2013,102.07
14606716CP323321U,5/9/2013,1.69
5HU89983AU881405F,5/9/2013,23.69
14606716CP323321U,5/9/2013,1.69
5FH125676B065620V,5/9/2013,4.99
14606716CP323321U,5/9/2013,1.69
5K5087796F855290J,5/9/2013,135.00
2B311219AX2742228,5/9/2013,167.95
14606716CP323321U,5/9/2013,1.69
5HA03182E0092934Y,5/9/2013,39.34
5PH06036LU182760T,5/9/2013,33.98
3F1740710H221462B,5/9/2013,6.40
14606716CP323321U,5/9/2013,1.69
82J10928HM486701F,5/9/2013,83.81
86E39791WL8048155,5/9/2013,37.99
85943090AT670830G,5/9/2013,68.46
2GJ45308H4586402V,5/9/2013,14.95
7GJ75330W15070252,5/9/2013,70.00
3CF26180EL9902042,5/9/2013,19.44
5XU5293816705761F,5/9/2013,57.14
4W225353HY3352109,5/9/2013,27.45
69Y05771M8950401S,5/9/2013,0.00
5UG32414H72045607,5/9/2013,250.00
3F1740710H221462B,5/9/2013,29.95
97X831541C1500743,5/9/2013,6.92
6Y345628RK8061231,5/9/2013,61.54
3YT093660G961113H,5/9/2013,17.97
43J72068GU5152240,5/9/2013,38.13
97X831541C1500743,5/10/2013,10.29
1VM09190SF6049941,5/10/2013,30.00
97X831541C1500743,5/10/2013,6.92
14606716CP323321U,5/10/2013,1.69
14606716CP323321U,5/10/2013,1.69
79A66137M78791358,5/10/2013,2.04
0NF519584H895074V,5/10/2013,24.99
7FP021127U175321N,5/10/2013,125.00
1S208701XP714730R,5/10/2013,1.20
14606716CP323321U,5/10/2013,1.86
14606716CP323321U,5/10/2013,1.69
10B337262A3340244,5/10/2013,19.92
44E00927NX7357830,5/10/2013,4.49
14606716CP323321U,5/10/2013,2.39
1S208701XP714730R,5/10/2013,1.90
01X69407P15584617,5/10/2013,50.80
14606716CP323321U,5/10/2013,1.69
1N996970VE5282724,5/10/2013,8.00
570257524V929103F,5/10/2013,185.63
8PM53816FU694714M,5/10/2013,72.13
5WM46187RH330830K,5/10/2013,5.43
14606716CP323321U,5/10/2013,4.95
97X831541C1500743,5/10/2013,8.63
3X879345MS900401K,5/10/2013,-10.00
5HA03182E0092934Y,5/10/2013,13.11
14606716CP323321U,5/10/2013,1.69
14606716CP323321U,5/10/2013,2.90
3F1740710H221462B,5/10/2013,4.54
2VS0640586824494A,5/10/2013,41.52
28T98334XC4843642,5/10/2013,308.00
5XU5293816705761F,5/10/2013,14.95
10B337262A3340244,5/10/2013,18.99
26G03371TX259283X,5/10/2013,2.00
3X879345MS900401K,5/10/2013,-5.00
74K95520VD014760N,5/10/2013,81.30
14606716CP323321U,5/10/2013,1.69
1N996970VE5282724,5/10/2013,10.00
1S208701XP714730R,5/10/2013,1.20
6LW21065590466019,5/10/2013,10.00
