NAIENC_ID,CAL_DT,AMT
14606716CP323321U,1/3/2013,1.64
5PH06036LU182760T,1/3/2013,0.00
14606716CP323321U,1/3/2013,25.99
5WD62471XE1788135,1/3/2013,1.64
1DX590208G813114R,1/3/2013,198.04
14606716CP323321U,1/3/2013,1.64
5EK42491G77199947,1/3/2013,128.26
5WD62471XE1788135,1/3/2013,1.64
5PH06036LU182760T,1/3/2013,44.00
14606716CP323321U,1/3/2013,2.31
5WD62471XE1788135,1/3/2013,2.95
8RR82076KE355513C,1/3/2013,36.90
14606716CP323321U,1/3/2013,2.15
2VS0640586824494A,1/3/2013,29.75
3F1740710H221462B,1/3/2013,2.25
2TN33985F59164228,1/3/2013,72.84
14606716CP323321U,1/3/2013,6.85
97X831541C1500743,1/3/2013,-2.15
3VG80345N01222948,1/3/2013,2.95
5PH06036LU182760T,1/3/2013,12.93
8PE03689VN1623229,1/3/2013,2.31
14606716CP323321U,1/3/2013,1.98
1DX590208G813114R,1/3/2013,8.91
14606716CP323321U,1/3/2013,1.64
14606716CP323321U,1/3/2013,1.64
8PE03689VN1623229,1/3/2013,21.95
8PE03689VN1623229,1/3/2013,3.14
14606716CP323321U,1/3/2013,2.82
58973353LC352735Y,1/3/2013,20.00
1S208701XP714730R,1/3/2013,24.87
14606716CP323321U,1/3/2013,1.64
14606716CP323321U,1/4/2013,1.64
5LL06011EP2680458,1/4/2013,47.99
4RW94591PW4439455,1/4/2013,3750.00
54H05037JL904273S,1/4/2013,29.00
79A66137M78791358,1/4/2013,76.98
14606716CP323321U,1/4/2013,2.31
4XH71242K2770181S,1/4/2013,70.99
8D390692AY5227037,1/4/2013,-11.99
58973353LC352735Y,1/4/2013,39.30
14606716CP323321U,1/4/2013,1.64
7A392586BB148231F,1/4/2013,85.96
9C735227U6268171E,1/4/2013,20.00
8PE03689VN1623229,1/4/2013,3.50
14606716CP323321U,1/4/2013,1.64
18H14808578052110,1/4/2013,32.48
04H39876L4921550C,1/4/2013,36.00
8RR82076KE355513C,1/4/2013,9.95
4XH71242K2770181S,1/4/2013,64.00
14606716CP323321U,1/4/2013,1.64
14606716CP323321U,1/4/2013,1.64
14606716CP323321U,1/4/2013,4.01
8PE03689VN1623229,1/4/2013,6.85
4V026950F4618561P,1/4/2013,5.00
79A66137M78791358,1/4/2013,13.91
2NT06249TL802190A,1/4/2013,27.40
97S78407PJ6542436,1/4/2013,3.00
14606716CP323321U,1/4/2013,1.64
14606716CP323321U,1/4/2013,1.64
5FX58293S3396982Y,1/4/2013,49.00
14606716CP323321U,1/4/2013,1.64
7AE67810AB492953X,1/4/2013,520.00
2VC6860469546314F,1/5/2013,2.99
1WB61306Y9243672B,1/5/2013,0.99
3F1740710H221462B,1/5/2013,42.00
5PH06036LU182760T,1/5/2013,14.99
4RW94591PW4439455,1/5/2013,119.70
14606716CP323321U,1/5/2013,405.00
2VC6860469546314F,1/5/2013,4.50
5HA03182E0092934Y,1/5/2013,7.99
4V026950F4618561P,1/5/2013,5.00
85943090AT670830G,1/5/2013,80.00
2VC6860469546314F,1/5/2013,1.99
2VC6860469546314F,1/5/2013,35.98
1N996970VE5282724,1/5/2013,27.06
42X10909RA6232508,1/5/2013,11.99
44058031UN668781D,1/5/2013,29.95
8PE03689VN1623229,1/5/2013,2.48
5WD62471XE1788135,1/5/2013,1.64
78Y74553VE5506437,1/5/2013,11.93
1X926819ND8743731,1/5/2013,25.99
3F1740710H221462B,1/5/2013,1.25
1XF96533UW1416228,1/6/2013,29.33
7G089259ER423640J,1/6/2013,18.95
2UC91878RN259530N,1/6/2013,15.00
3YT093660G961113H,1/6/2013,9.50
2NT06249TL802190A,1/6/2013,30.00
1XF96533UW1416228,1/6/2013,15.58
50H24532AU057420K,1/6/2013,22.00
5LL06011EP2680458,1/6/2013,9.75
4T79804625927760L,1/6/2013,56.40
9C735227U6268171E,1/6/2013,10.35
18H14808578052110,1/6/2013,6.95
1XF96533UW1416228,1/6/2013,15.00
5K5087796F855290J,1/6/2013,109.36
79A66137M78791358,1/6/2013,1.64
1YK68758VL5837015,1/6/2013,22.97
50G443552R411471E,1/6/2013,12.99
3VS26113SP979690S,1/6/2013,9.98
45J04121U9626474B,1/6/2013,10.00
9T541723P7104484M,1/6/2013,1.64
2NT06249TL802190A,1/6/2013,22.27
86X793840B304944A,1/6/2013,750.00
9C735227U6268171E,1/6/2013,6.24
3F1740710H221462B,1/6/2013,6.94
9VM49614VB545125R,1/7/2013,150.00
4DX85246PL505170N,1/7/2013,8.08
8RJ10371F3450632U,1/7/2013,32.79
3YT093660G961113H,1/7/2013,13.98
14606716CP323321U,1/7/2013,1.98
14606716CP323321U,1/7/2013,6.75
14606716CP323321U,1/7/2013,1.64
14606716CP323321U,1/7/2013,1.64
14606716CP323321U,1/7/2013,1.64
14606716CP323321U,1/7/2013,2.99
5PH06036LU182760T,1/7/2013,78.99
14606716CP323321U,1/7/2013,2.65
14606716CP323321U,1/7/2013,2.31
5LG40521UK8002601,1/7/2013,7.77
01X69407P15584617,1/7/2013,11.35
3NG12356YP207380G,1/7/2013,9.28
14606716CP323321U,1/7/2013,2.15
14606716CP323321U,1/7/2013,1.98
14606716CP323321U,1/7/2013,1.64
14606716CP323321U,1/7/2013,1.64
5LG40521UK8002601,1/7/2013,7.77
14606716CP323321U,1/7/2013,1.81
14606716CP323321U,1/7/2013,1.98
6HN620196N3906833,1/7/2013,113.90
2P957706WW804563H,1/7/2013,50.00
14606716CP323321U,1/7/2013,1.81
14606716CP323321U,1/7/2013,1.64
9R720024UV080804W,1/7/2013,47.00
14606716CP323321U,1/7/2013,1.64
85X77378VT706022E,1/7/2013,4.12
3F1740710H221462B,1/7/2013,1.64
28T98334XC4843642,1/7/2013,328.91
14606716CP323321U,1/7/2013,1.64
14606716CP323321U,1/7/2013,1.81
14606716CP323321U,1/7/2013,2.15
14606716CP323321U,1/7/2013,1.64
14606716CP323321U,1/7/2013,50.95
14606716CP323321U,1/7/2013,2.15
14606716CP323321U,1/7/2013,2.15
3NG12356YP207380G,1/7/2013,113.41
14606716CP323321U,1/7/2013,1.64
3F1740710H221462B,1/7/2013,73.03
14606716CP323321U,1/7/2013,1.81
3HC60533DR091163W,1/7/2013,8.55
1N430206R5715021K,1/7/2013,19.49
5PH06036LU182760T,1/7/2013,22.97
14606716CP323321U,1/7/2013,2.15
14606716CP323321U,1/7/2013,2.31
14606716CP323321U,1/7/2013,1.81
85X77378VT706022E,1/7/2013,4.37
14606716CP323321U,1/7/2013,1.81
14606716CP323321U,1/7/2013,3.14
9C735227U6268171E,1/8/2013,237.50
9T541723P7104484M,1/8/2013,7.99
14606716CP323321U,1/8/2013,12.35
19T267528B109794C,1/8/2013,6.99
14606716CP323321U,1/8/2013,1.98
14606716CP323321U,1/8/2013,7.34
14606716CP323321U,1/8/2013,1.81
1N430206R5715021K,1/8/2013,7.50
14606716CP323321U,1/8/2013,1.98
14606716CP323321U,1/8/2013,1.98
14606716CP323321U,1/8/2013,2.31
14606716CP323321U,1/8/2013,1.98
8PE03689VN1623229,1/8/2013,6.70
5EK42491G77199947,1/8/2013,9.99
14606716CP323321U,1/8/2013,2.65
14606716CP323321U,1/8/2013,1.64
8D390692AY5227037,1/8/2013,1.04
14606716CP323321U,1/8/2013,2.82
14606716CP323321U,1/8/2013,1.64
9T541723P7104484M,1/8/2013,1.64
14606716CP323321U,1/8/2013,1.64
4RW94591PW4439455,1/8/2013,248.47
14606716CP323321U,1/8/2013,1.98
14606716CP323321U,1/8/2013,725.00
14606716CP323321U,1/8/2013,1.64
14606716CP323321U,1/8/2013,1.64
85F93815PY457421P,1/8/2013,189.90
14606716CP323321U,1/8/2013,9.40
14606716CP323321U,1/8/2013,2.15
14606716CP323321U,1/8/2013,1.98
14606716CP323321U,1/8/2013,1.81
5EH698111B971833W,1/8/2013,91.85
14606716CP323321U,1/8/2013,1.81
6U82050517400890A,1/8/2013,29.00
8PE03689VN1623229,1/8/2013,8.20
14606716CP323321U,1/8/2013,2.65
3YT093660G961113H,1/8/2013,43.80
14606716CP323321U,1/8/2013,7.92
14606716CP323321U,1/8/2013,10.03
14606716CP323321U,1/8/2013,3.14
14606716CP323321U,1/8/2013,1.64
14606716CP323321U,1/8/2013,1.81
4DX85246PL505170N,1/8/2013,7.95
8PE03689VN1623229,1/8/2013,9.99
14606716CP323321U,1/8/2013,1.98
4RW94591PW4439455,1/9/2013,7.22
14606716CP323321U,1/9/2013,1.81
8S162263HC595393U,1/9/2013,99.99
14606716CP323321U,1/9/2013,1.81
4T79804625927760L,1/9/2013,6.00
8BS66937TG497793Y,1/9/2013,60.00
82J10928HM486701F,1/9/2013,50.01
14606716CP323321U,1/9/2013,1.98
2U72323570376591S,1/9/2013,46.75
1A275909621506243,1/9/2013,50.00
14606716CP323321U,1/9/2013,2.15
16M25316H7243923N,1/9/2013,3.98
14606716CP323321U,1/9/2013,1.98
14606716CP323321U,1/9/2013,1.64
4RW94591PW4439455,1/9/2013,13.77
16M25316H7243923N,1/9/2013,3.99
6W892101M28845746,1/9/2013,142.50
14606716CP323321U,1/9/2013,1.98
14606716CP323321U,1/9/2013,1.64
4RW94591PW4439455,1/9/2013,4.94
28T98334XC4843642,1/9/2013,99.00
3F1740710H221462B,1/9/2013,0.60
14606716CP323321U,1/9/2013,1.64
7B1125648G772091L,1/9/2013,22.29
2U72323570376591S,1/9/2013,75.22
14606716CP323321U,1/9/2013,2.15
1PE119309H317734F,1/10/2013,5.50
43J72068GU5152240,1/10/2013,20.50
8PE03689VN1623229,1/10/2013,6.85
6BF15404EW169615K,1/10/2013,45.00
5WD62471XE1788135,1/10/2013,5.10
5LL06011EP2680458,1/10/2013,57.25
2MT70689VA5389330,1/10/2013,100.00
3JG13350DY4671352,1/10/2013,34.00
14606716CP323321U,1/10/2013,2.65
83J40153US059641B,1/10/2013,1299.00
6F647698U26585210,1/10/2013,14.99
5EK42491G77199947,1/10/2013,228.46
14606716CP323321U,1/10/2013,1.98
5RK10742VT631580M,1/10/2013,21.40
9.63E+16,1/10/2013,37.99
14606716CP323321U,1/10/2013,2.15
14606716CP323321U,1/10/2013,1.64
14606716CP323321U,1/10/2013,2.31
8RR82076KE355513C,1/10/2013,18.95
4T79804625927760L,1/10/2013,59.50
3F1740710H221462B,1/10/2013,1.60
14606716CP323321U,1/10/2013,1.64
8PE03689VN1623229,1/10/2013,5.56
14606716CP323321U,1/10/2013,1.64
3F1740710H221462B,1/10/2013,3.99
8PE03689VN1623229,1/10/2013,1.64
14606716CP323321U,1/10/2013,1.64
8BS66937TG497793Y,1/10/2013,41.11
5WD62471XE1788135,1/10/2013,5.10
5WD62471XE1788135,1/10/2013,8.57
14606716CP323321U,1/10/2013,4.80
14606716CP323321U,1/10/2013,1.64
6LW21065590466019,1/10/2013,10.00
34V9089297874615T,1/10/2013,73.40
5WD62471XE1788135,1/10/2013,8.57
14606716CP323321U,1/11/2013,1.64
6U82050517400890A,1/11/2013,20.00
14606716CP323321U,1/11/2013,1.64
14606716CP323321U,1/11/2013,1.64
6BF15404EW169615K,1/11/2013,15.00
5WD62471XE1788135,1/11/2013,1.64
14606716CP323321U,1/11/2013,2.31
42646031CP044545F,1/11/2013,7.99
14606716CP323321U,1/11/2013,8.79
8YS88256UX578880U,1/11/2013,20.00
6U82050517400890A,1/11/2013,361.00
14606716CP323321U,1/11/2013,1.64
3F1740710H221462B,1/11/2013,0.99
8Y1158626X236833T,1/11/2013,-103.95
1N430206R5715021K,1/11/2013,9.10
14606716CP323321U,1/11/2013,1.64
8PE03689VN1623229,1/11/2013,14.99
14606716CP323321U,1/11/2013,2.31
4CN12501490471039,1/11/2013,81.82
14606716CP323321U,1/11/2013,1.64
1BF991781J9861621,1/11/2013,0.00
1N996970VE5282724,1/11/2013,35.00
1GU40307RA039453F,1/11/2013,87.66
14606716CP323321U,1/11/2013,1.64
50G443552R411471E,1/11/2013,24.76
35F96064KK447344A,1/11/2013,10.00
14606716CP323321U,1/11/2013,1.64
5E9489934G264850E,1/11/2013,10.00
1BF991781J9861621,1/11/2013,79.18
85F93815PY457421P,1/12/2013,28.60
8D390692AY5227037,1/12/2013,3.99
8D390692AY5227037,1/12/2013,4.23
4V026950F4618561P,1/12/2013,2.00
1D623368NW724471K,1/12/2013,1.45
5WD62471XE1788135,1/12/2013,6.00
8D390692AY5227037,1/12/2013,4.25
14606716CP323321U,1/12/2013,-1.64
8PE03689VN1623229,1/12/2013,21.95
8D390692AY5227037,1/12/2013,3.50
5PE81335042424600,1/12/2013,82.95
5EH698111B971833W,1/12/2013,267.38
5WD62471XE1788135,1/12/2013,5.10
0NX90254NJ090151X,1/12/2013,28.39
8CM87301X3106561N,1/12/2013,20.49
5WD62471XE1788135,1/12/2013,1.64
4CN12501490471039,1/12/2013,129.96
8RJ10371F3450632U,1/13/2013,88.01
3F1740710H221462B,1/13/2013,21.95
5CG06214AU979740K,1/13/2013,62.80
79A66137M78791358,1/13/2013,37.46
3VS26113SP979690S,1/13/2013,8.47
6BF15404EW169615K,1/13/2013,10.00
8D390692AY5227037,1/13/2013,3.15
1WB61306Y9243672B,1/13/2013,4.99
4PC21821AX057190F,1/13/2013,70.00
7AV36280CC6866125,1/13/2013,13.99
8D390692AY5227037,1/13/2013,3.29
14606716CP323321U,1/13/2013,538.53
2VS0640586824494A,1/13/2013,68.95
8D390692AY5227037,1/13/2013,5.00
3ED47243B84192604,1/13/2013,11.95
2VC6860469546314F,1/13/2013,35.98
8D390692AY5227037,1/13/2013,4.94
14606716CP323321U,1/13/2013,353.33
6BF15404EW169615K,1/13/2013,8.00
8D390692AY5227037,1/13/2013,1.78
3ED47243B84192604,1/13/2013,11.95
14606716CP323321U,1/14/2013,1.64
4C5714592M3530512,1/14/2013,2.72
6ES39096N25916238,1/14/2013,351.30
8S162263HC595393U,1/14/2013,13.00
8Y1158626X236833T,1/14/2013,54.10
7W905071ME164632J,1/14/2013,36.99
9C735227U6268171E,1/14/2013,189.98
79A66137M78791358,1/14/2013,1.81
14606716CP323321U,1/14/2013,1.81
14606716CP323321U,1/14/2013,1.81
14606716CP323321U,1/14/2013,1.98
4F7541798C8097254,1/14/2013,83.95
8D390692AY5227037,1/14/2013,3.49
1N996970VE5282724,1/14/2013,7.99
14606716CP323321U,1/14/2013,1.64
14606716CP323321U,1/14/2013,1.64
4JF62048AM153094G,1/14/2013,14.00
14606716CP323321U,1/14/2013,10.25
14606716CP323321U,1/14/2013,1.64
14606716CP323321U,1/14/2013,1.64
14606716CP323321U,1/14/2013,1.64
14606716CP323321U,1/14/2013,2.31
14606716CP323321U,1/14/2013,1.81
8D390692AY5227037,1/14/2013,4.99
6ES39096N25916238,1/14/2013,172.56
14606716CP323321U,1/14/2013,1.64
1AB621093C8580324,1/14/2013,53.97
9GC947520N3646103,1/14/2013,22.50
79A66137M78791358,1/14/2013,2.15
14606716CP323321U,1/14/2013,1.64
9C735227U6268171E,1/14/2013,37.00
14606716CP323321U,1/14/2013,2.31
14606716CP323321U,1/14/2013,2.15
8D390692AY5227037,1/14/2013,1.50
14606716CP323321U,1/14/2013,1.64
14606716CP323321U,1/14/2013,1.98
14606716CP323321U,1/14/2013,361.50
14606716CP323321U,1/14/2013,1.81
4F7541798C8097254,1/14/2013,108.95
14606716CP323321U,1/14/2013,1.64
1AB621093C8580324,1/14/2013,1.95
14606716CP323321U,1/14/2013,2.82
9C735227U6268171E,1/14/2013,9.74
79A66137M78791358,1/14/2013,33.49
14606716CP323321U,1/14/2013,1.64
14606716CP323321U,1/14/2013,2.82
23L48773JW757583E,1/14/2013,100.00
14606716CP323321U,1/14/2013,1.64
14606716CP323321U,1/14/2013,1.64
28T98334XC4843642,1/14/2013,5.99
14606716CP323321U,1/14/2013,1.98
14606716CP323321U,1/14/2013,1.81
85F93815PY457421P,1/15/2013,37.30
5WD62471XE1788135,1/15/2013,5.10
5WD62471XE1788135,1/15/2013,6.85
8D390692AY5227037,1/15/2013,5.50
867602121E720312S,1/15/2013,35.60
82J10928HM486701F,1/15/2013,8.35
8D390692AY5227037,1/15/2013,2.99
26315570RC968081E,1/15/2013,60.00
14606716CP323321U,1/15/2013,2.31
86X793840B304944A,1/15/2013,14.95
8D390692AY5227037,1/15/2013,3.50
14606716CP323321U,1/15/2013,1.81
14606716CP323321U,1/15/2013,1.64
6EM71308K6030515R,1/15/2013,0.00
5WD62471XE1788135,1/15/2013,5.10
2NT06249TL802190A,1/15/2013,35.24
2VS0640586824494A,1/15/2013,2.96
0NF519584H895074V,1/15/2013,64.95
85F93815PY457421P,1/15/2013,54.02
2A5846723L868464J,1/15/2013,0.00
2HM35202GX040712B,1/15/2013,65.97
82J10928HM486701F,1/15/2013,66.68
5WD62471XE1788135,1/15/2013,40.64
14606716CP323321U,1/15/2013,2.31
8D390692AY5227037,1/15/2013,3.49
3F1740710H221462B,1/15/2013,9.99
8D390692AY5227037,1/15/2013,3.48
5WD62471XE1788135,1/15/2013,8.57
3LY79226B3224005N,1/15/2013,53.50
8PE03689VN1623229,1/15/2013,23.00
14606716CP323321U,1/15/2013,1.64
4RW94591PW4439455,1/15/2013,155.56
79A66137M78791358,1/15/2013,70.97
6EM71308K6030515R,1/15/2013,29.00
5KG09892CM626281P,1/15/2013,30.06
14606716CP323321U,1/15/2013,2.65
14606716CP323321U,1/16/2013,1.64
97X831541C1500743,1/16/2013,4.90
8GU844038G9626732,1/16/2013,90.00
8PE03689VN1623229,1/16/2013,10.19
14606716CP323321U,1/16/2013,8.27
4VB075425D517072L,1/16/2013,11.44
3LY90609SS455270U,1/16/2013,60.99
14606716CP323321U,1/16/2013,1.64
5WD62471XE1788135,1/16/2013,3.74
6U82050517400890A,1/16/2013,90.00
4MR07155NC3713640,1/16/2013,13.13
14606716CP323321U,1/16/2013,1.98
14H46403EJ522504W,1/16/2013,16.80
867602121E720312S,1/16/2013,75.94
2U72323570376591S,1/16/2013,3.05
5XU5293816705761F,1/16/2013,10.06
1DX590208G813114R,1/16/2013,-76.80
14606716CP323321U,1/16/2013,1.64
5EK42491G77199947,1/16/2013,68.21
14606716CP323321U,1/16/2013,1.98
14606716CP323321U,1/16/2013,1.64
04H39876L4921550C,1/16/2013,31.91
14606716CP323321U,1/16/2013,1.64
867602121E720312S,1/16/2013,23.94
8PE03689VN1623229,1/16/2013,7.34
8D390692AY5227037,1/16/2013,2.95
07147930X7868914B,1/16/2013,47.50
79A66137M78791358,1/16/2013,4.93
14606716CP323321U,1/16/2013,1.64
8AD16387UU751133E,1/16/2013,9.99
8AD16387UU751133E,1/16/2013,8.99
14606716CP323321U,1/16/2013,1.64
47N24580R0466182B,1/16/2013,-128.99
14606716CP323321U,1/16/2013,1.98
79A66137M78791358,1/16/2013,1.81
85F93815PY457421P,1/16/2013,-54.02
2A5846723L868464J,1/16/2013,0.00
80541069PA9296924,1/16/2013,21.00
7FY412577X103694G,1/17/2013,20.73
28F52201GJ280515T,1/17/2013,100.00
6R65157402144154X,1/17/2013,24.59
45J04121U9626474B,1/17/2013,35.00
14606716CP323321U,1/17/2013,-361.50
2VS0640586824494A,1/17/2013,6.34
85F93815PY457421P,1/17/2013,1.00
14606716CP323321U,1/17/2013,3.45
7H3100218K106592W,1/17/2013,56.29
8YS88256UX578880U,1/17/2013,20.00
97X831541C1500743,1/17/2013,6.91
14606716CP323321U,1/17/2013,1.64
14606716CP323321U,1/17/2013,1.64
1GU40307RA039453F,1/17/2013,25.93
66T64252U0216302B,1/17/2013,29.87
14606716CP323321U,1/17/2013,1.64
8D390692AY5227037,1/17/2013,2.74
4V026950F4618561P,1/17/2013,5.00
6U82050517400890A,1/17/2013,81.00
14606716CP323321U,1/17/2013,1.64
7JP36145CK709663M,1/17/2013,55.55
97X831541C1500743,1/17/2013,35.44
8D390692AY5227037,1/17/2013,2.00
8D390692AY5227037,1/17/2013,3.44
5EK42491G77199947,1/17/2013,555.42
14606716CP323321U,1/17/2013,1.98
14W13562TA317183V,1/17/2013,22.90
8D390692AY5227037,1/17/2013,3.99
14606716CP323321U,1/17/2013,1.81
14606716CP323321U,1/17/2013,1.64
2A5846723L868464J,1/17/2013,0.00
14606716CP323321U,1/17/2013,1.64
14606716CP323321U,1/17/2013,1.64
8D390692AY5227037,1/17/2013,2.25
8D390692AY5227037,1/17/2013,3.99
14606716CP323321U,1/17/2013,1.64
8D390692AY5227037,1/17/2013,2.54
26C77815R2310161N,1/18/2013,-29.03
4DU83152CE304025L,1/18/2013,3.00
1XF96533UW1416228,1/18/2013,105.40
4N176888CR290661J,1/18/2013,5.00
8D390692AY5227037,1/18/2013,4.60
14606716CP323321U,1/18/2013,1.64
1N430206R5715021K,1/18/2013,19.99
5LL06011EP2680458,1/18/2013,69.99
1N430206R5715021K,1/18/2013,66.46
3F1740710H221462B,1/18/2013,0.49
9C735227U6268171E,1/18/2013,54.92
84S34805FD6886939,1/18/2013,14.95
84S34805FD6886939,1/18/2013,14.95
35111067YV4075424,1/18/2013,49.97
14606716CP323321U,1/18/2013,1.64
4RW94591PW4439455,1/18/2013,67.88
2YH20771AV3107516,1/18/2013,130.00
8D390692AY5227037,1/18/2013,3.94
8D390692AY5227037,1/18/2013,3.50
4V026950F4618561P,1/18/2013,3.00
82J10928HM486701F,1/18/2013,8.35
8D390692AY5227037,1/18/2013,4.25
8CM87301X3106561N,1/18/2013,12.70
14606716CP323321U,1/18/2013,1.98
8D390692AY5227037,1/18/2013,2.25
9A6429094C962572L,1/18/2013,8.25
8D390692AY5227037,1/18/2013,0.99
8D390692AY5227037,1/19/2013,1.99
8Y932638516390800,1/19/2013,24.37
8D390692AY5227037,1/19/2013,3.99
8D390692AY5227037,1/19/2013,1.04
8D390692AY5227037,1/19/2013,3.70
8D390692AY5227037,1/19/2013,4.05
9C735227U6268171E,1/19/2013,14.99
8D390692AY5227037,1/19/2013,2.84
8D390692AY5227037,1/19/2013,2.44
8D390692AY5227037,1/19/2013,3.74
8D390692AY5227037,1/19/2013,2.99
7W905071ME164632J,1/19/2013,12.00
8D390692AY5227037,1/19/2013,3.49
8D390692AY5227037,1/19/2013,2.06
8D390692AY5227037,1/19/2013,2.99
4T79804625927760L,1/19/2013,16.50
9C735227U6268171E,1/19/2013,5.13
8D390692AY5227037,1/19/2013,3.00
8D390692AY5227037,1/19/2013,0.99
8D390692AY5227037,1/19/2013,3.49
14H46403EJ522504W,1/19/2013,45.94
8D390692AY5227037,1/19/2013,3.49
41R5170240245413M,1/19/2013,425.70
8D390692AY5227037,1/19/2013,5.85
8D390692AY5227037,1/19/2013,2.99
8D390692AY5227037,1/19/2013,3.60
8D390692AY5227037,1/19/2013,2.00
3YT093660G961113H,1/19/2013,16.54
8D390692AY5227037,1/19/2013,3.24
5WD62471XE1788135,1/19/2013,5.10
1M362488JL3561712,1/19/2013,4.50
3SW58283RD553241L,1/19/2013,30.00
8D390692AY5227037,1/19/2013,4.99
5SB3913249484593F,1/19/2013,59.88
8D390692AY5227037,1/19/2013,1.58
7X770456YT387174F,1/20/2013,38.85
1GU40307RA039453F,1/20/2013,92.16
1N996970VE5282724,1/20/2013,50.00
6W892101M28845746,1/20/2013,203.76
78Y74553VE5506437,1/20/2013,4.99
5WD62471XE1788135,1/20/2013,2.66
58973353LC352735Y,1/20/2013,14.52
6W558832MU984624Y,1/20/2013,30.40
5WD62471XE1788135,1/20/2013,1.64
14606716CP323321U,1/20/2013,383.00
18H14808578052110,1/20/2013,31.80
8CM87301X3106561N,1/21/2013,1.29
5WD62471XE1788135,1/21/2013,1.64
8D390692AY5227037,1/21/2013,2.00
26C77815R2310161N,1/21/2013,25.00
5EK42491G77199947,1/21/2013,-199.95
8HT34300UW592692E,1/21/2013,100.00
4C5714592M3530512,1/21/2013,2.65
8D390692AY5227037,1/21/2013,1.99
8D390692AY5227037,1/21/2013,6.72
5WD62471XE1788135,1/21/2013,5.10
9.63E+16,1/21/2013,387.00
7JP36145CK709663M,1/21/2013,64.09
4JF62048AM153094G,1/21/2013,10.45
28F52201GJ280515T,1/21/2013,21.00
8CM87301X3106561N,1/21/2013,4.00
6NC484890H9961346,1/21/2013,79.00
85F93815PY457421P,1/21/2013,-50.01
8CM87301X3106561N,1/21/2013,2.30
8CM87301X3106561N,1/21/2013,1.79
6PM732334P206003H,1/21/2013,9.99
4JF62048AM153094G,1/21/2013,34.99
8CM87301X3106561N,1/21/2013,2.03
8CM87301X3106561N,1/21/2013,1.04
8CM87301X3106561N,1/21/2013,4.00
82J10928HM486701F,1/21/2013,33.34
82J10928HM486701F,1/21/2013,331.70
3F1740710H221462B,1/21/2013,2.00
3JG13350DY4671352,1/21/2013,29.99
6H940139G2385772D,1/21/2013,26.85
1BL51002XB9395155,1/21/2013,1310.00
8D390692AY5227037,1/21/2013,1.00
14606716CP323321U,1/22/2013,1.64
6W558832MU984624Y,1/22/2013,37.50
8PE03689VN1623229,1/22/2013,5.61
8FH28057EM529210L,1/22/2013,68.24
